Date,BANKBARODA.BO,COLPAL.BO,DLF.BO,HINDUNILVR.BO,IRCTC.BO,LT.BO,MARUTI.BO,MFSL.BO,NAUKRI.BO,NTPC.BO,PIDILITIND.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TITAN.BO,TVSMOTOR.BO,ULTRACEMCO.BO,WIPRO.BO,ZEEL.BO,ZOMATO.BO,^BSESN
2019-04-12,126.96613311767578,1186.7039794921875,180.3802490234375,1694.483642578125,,1343.84130859375,7332.14990234375,437.29998779296875,1882.1971435546875,128.58570861816406,1277.39111328125,1333.2109375,309.29022216796875,458.2263488769531,1096.0999755859375,496.0506286621094,4122.53662109375,282.3008728027344,413.2524108886719,,38767.109375
2019-04-15,126.52915954589844,1187.9256591796875,183.20797729492188,1695.369873046875,,1340.6817626953125,7336.5498046875,435.25,1928.978271484375,129.24754333496094,1288.149169921875,1331.025390625,309.633544921875,452.452880859375,1090.25,501.9714050292969,4179.201171875,286.83001708984375,411.2244873046875,,38905.83984375
2019-04-16,126.82048034667969,1195.6468505859375,181.8189239501953,1711.7647705078125,,1365.0201416015625,7464.35009765625,434.45001220703125,1929.8740234375,129.9093780517578,1282.89404296875,1336.539306640625,309.7806701660156,456.25250244140625,1122.199951171875,514.3104248046875,4210.4775390625,279.8123474121094,411.37286376953125,,39275.640625
2019-04-18,122.69346618652344,1190.369140625,181.71969604492188,1710.8292236328125,,1343.5450439453125,7441.10009765625,442.6499938964844,1901.6561279296875,128.01841735839844,1242.4891357421875,1373.894287109375,304.9740905761719,456.0551452636719,1125.75,515.65380859375,4207.0625,283.4953918457031,398.1171569824219,,39140.28125
2019-04-22,120.07160186767578,1177.956787109375,171.59934997558594,1713.093994140625,,1341.6690673828125,7305.4501953125,434.6000061035156,1891.1053466796875,128.34933471679688,1222.11328125,1336.04248046875,304.09124755859375,448.5545349121094,1121.9000244140625,509.5340270996094,4161.97900390625,286.9295654296875,392.37957763671875,,38645.1796875
2019-04-23,119.48896789550781,1182.4525146484375,170.50794982910156,1714.1280517578125,,1331.0057373046875,7042.64990234375,432.25,1915.292236328125,126.41109466552734,1199.0103759765625,1354.4219970703125,299.82415771484375,462.37139892578125,1127.8499755859375,510.7281494140625,4160.642578125,289.965576171875,404.9923095703125,,38564.87890625
2019-04-24,121.4796371459961,1187.3883056640625,174.823974609375,1725.8948974609375,,1343.150146484375,7024.35009765625,443.6000061035156,1989.04736328125,126.5056381225586,1211.80126953125,1380.9481201171875,304.7779235839844,463.0129089355469,1147.550048828125,514.4099731445312,4351.470703125,291.75738525390625,413.4502868652344,,39054.6796875
2019-04-25,118.6150131225586,1173.0699462890625,172.54193115234375,1705.610595703125,,1338.21337890625,6902.9501953125,438.04998779296875,1969.53857421875,126.03289794921875,1200.696044921875,1365.598876953125,300.4617614746094,455.1175537109375,1141.050048828125,514.8577880859375,4572.68359375,293.89752197265625,412.41156005859375,,38730.859375
2019-04-26,119.73173522949219,1174.5360107421875,172.8892059326172,1717.03271484375,,1338.3614501953125,6832.14990234375,434.70001220703125,1904.7913818359375,126.78929138183594,1210.7601318359375,1382.388671875,306.3473815917969,457.7822265625,1138.1500244140625,503.91180419921875,4566.25048828125,293.00164794921875,413.4997253417969,,39067.328125
2019-04-30,113.03141784667969,1180.10693359375,171.50013732910156,1727.076416015625,,1330.70947265625,6658.7001953125,417.70001220703125,1928.4805908203125,126.36380767822266,1224.790283203125,1382.7364501953125,304.2874450683594,450.9725036621094,1156.1500244140625,488.7367248535156,4571.69384765625,297.0330810546875,427.5963134765625,,39031.55078125
2019-05-02,112.59443664550781,1165.984130859375,170.60716247558594,1701.5733642578125,,1341.767822265625,6668.35009765625,420.54998779296875,1951.771728515625,126.08018493652344,1218.4444580078125,1395.94970703125,301.5898742675781,445.54443359375,1138.25,477.0444641113281,4576.09814453125,292.2052917480469,413.94488525390625,,38981.4296875
2019-05-03,115.50761413574219,1143.602783203125,176.5106964111328,1666.8634033203125,,1343.7919921875,6710.89990234375,422.25,1974.365966796875,128.16024780273438,1194.647705078125,1397.8870849609375,303.2574462890625,446.9754638671875,1145.550048828125,479.6316833496094,4526.560546875,289.6669616699219,406.67401123046875,,38963.26171875
